"Dnepropetrovsk","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Dodoma","(GMT+03:00) Nairobi","Tanzania","E. Africa Standard Time"
"Doha","(GMT+03:00) Kuwait, Riyadh","Qatar","Arab Standard Time"
"Donauworth","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Donetsk","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Doolin","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"Douala","(GMT+01:00) West Central Africa","Cameroon","W. Central Africa Standard Time"
"Dover","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Dresden","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Drogheda","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"DuPont, WA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Dubai","(GMT+04:00) Abu Dhabi, Muscat","United Arab Emirates","Arabian Standard Time"
"Dublin","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"Dublin, OH","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Duesseldorf","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Dumaguete","(GMT+08:00) Kuala Lumpur, Singapore","Philippines","Singapore Standard Time"
"Dundee","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Dunedin","(GMT+12:00) Auckland, Wellington","New Zealand","New Zealand Standard Time"
"Dunkerque","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Durban","(GMT+02:00) Harare, Pretoria","South Africa","South Africa Standard Time"
"Durres","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Albania","W. Europe Standard Time"
"Dushanbe","(GMT+05:00) Tashkent","Tajikistan","West Asia Standard Time"
"Duvall, WA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Dzerzhinsk","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"East London","(GMT+02:00) Harare, Pretoria","South Africa","South Africa Standard Time"
"Edinburgh","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Edmonton, AB","(GMT-07:00) Mountain Time (US & Canada)","Canada","Mountain Standard Time"
"Eindhoven","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Netherlands","W. Europe Standard Time"
"Eirunepe","(GMT-05:00) Rio Branco, Brazil","Brazil","Rio Branco, Brazil"
"Ekaterinburg","(GMT+06:00) Ekaterinburg","Russia","Ekaterinburg Standard Time"
"El Paso, TX","(GMT-07:00) Mountain Time (US & Canada)","United States","Mountain Standard Time"
"Ende","(GMT+08:00) Kuala Lumpur, Singapore","Indonesia","Singapore Standard Time"
"Ensenada","(GMT-08:00) Pacific Time (US & Canada); Tijuana","Mexico","Pacific Standard Time"
"Esfahan","(GMT+03:30) Tehran","Iran","Iran Standard Time"
"Essen","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Etterbeek","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Belgium","Romance Standard Time"
"Eugene, OR","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Ezcaray","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Fairbanks, AK","(GMT-09:00) Alaska","United States","Alaskan Standard Time"
"Falmouth","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Faro","(GMT) Dublin, Edinburgh, Lisbon, London","Portugal","GMT Standard Time"
"Flic en Flac","(GMT+04:00) Mauritius","Mauritius","Mauritius Standard Time"
"Florence","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Italy","W. Europe Standard Time"
"Florence, OR","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Floro","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Norway","W. Europe Standard Time"
"Folcroft, PA","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Folsom, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Fontainebleau","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Fort Defiance, AZ","(GMT-07:00) Mountain Time (US & Canada)","United States","Mountain Standard Time"
"Fort Worth, TX","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Fort-de-France","(GMT-04:00) La Paz","Martinique","SA Western Standard Time"
"Fortaleza","(GMT-03:00) Georgetown, South America Eastern Time","Brazil","SA Eastern Standard Time"
"Foshan","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Foster City, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Foxton","(GMT+12:00) Auckland, Wellington","New Zealand","New Zealand Standard Time"
"Fragneto Monforte","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Italy","W. Europe Standard Time"
"Frankfurt","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Freetown","(GMT) Greenwich Mean Time","Sierra Leone","Greenwich Standard Time"
"Fremont, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Ft. Lauderdale, FL","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Fujairah","(GMT+04:00) Abu Dhabi, Muscat","United Arab Emirates","Arabian Standard Time"
"Fukui","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Fukuoka","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Funafuti","(GMT+12:00) Marshall Islands","Tuvalu","Marshall Islands Standard Time"
"Fuzhou","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Gaborone","(GMT+02:00) Harare, Pretoria","Botswana","South Africa Standard Time"
"Galesburg, IL","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Galle","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka","India Standard Time"
"Galway","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"Gary, IN","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Gatton","(GMT+10:00) Brisbane","Australia","E. Australia Standard Time"
"Gavle","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Gaya","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Gdansk","(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb","Poland","Central European Standard Time"
"Gelendzhik","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Geneva","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Switzerland","W. Europe Standard Time"
"Genoa","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Italy","W. Europe Standard Time"
"Gent","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Belgium","Romance Standard Time"
"George Town","(GMT-05:00) Bogota, Lima, Quito","Cayman Islands","SA Pacific Standard Time"
"George Town","(GMT+08:00) Kuala Lumpur, Singapore","Malaysia","Singapore Standard Time"
"Georgetown","(GMT-04:00) La Paz","Guyana","SA Western Standard Time"
"Ghatgaon","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Ghumli","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Gibraltar","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Gibraltar","Romance Standard Time"
"Gig Harbor, WA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Girona","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Giurgiu","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Romania","FLE Standard Time"
"Gladstone","(GMT+10:00) Brisbane","Australia","E. Australia Standard Time"
"Glasgow","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Gloucester","(GMT) Dublin, Edinburgh, Lisbon, London","United Kingdom","GMT Standard Time"
"Golden, BC","(GMT-07:00) Mountain Time (US & Canada)","Canada","Mountain Standard Time"
"Golra Sharif","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Gosford","(GMT+10:00) Canberra, Melbourne, Sydney","Australia","AUS Eastern Standard Time"
"Gothenburg","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Grafton","(GMT+10:00) Canberra, Melbourne, Sydney","Australia","AUS Eastern Standard Time"
"Granada","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Granada","(GMT-06:00) Central America","Nicaragua","Central America Standard Time"
"Grand Rapids, MI","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Grand-Bassam","(GMT) Greenwich Mean Time","Cote d'Ivoire","Greenwich Standard Time"
"Grasse","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Gratkorn","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Austria","W. Europe Standard Time"
"Graz","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Austria","W. Europe Standard Time"
"Great Falls, MT","(GMT-07:00) Mountain Time (US & Canada)","United States","Mountain Standard Time"
"Grenoble","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","France","Romance Standard Time"
"Guadalajara","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Guangzhou","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Guatemala City","(GMT-06:00) Guatemala","Guatemala","Guatemala Standard Time"
"Guayaquil","(GMT-05:00) Bogota, Lima, Quito","Ecuador","SA Pacific Standard Time"
"Guaymas","(GMT-07:00) Arizona","Mexico","US Mountain Standard Time"
"Guelph, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Gulbarga","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Gyor","(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","Hungary","Central Europe Standard Time"
"Gyumri","(GMT+04:00) Yerevan","Armenia","Armenia Standard Time"
"Hagatna","(GMT+10:00) Guam, Port Moresby","Guam","West Pacific Standard Time"
"Hai Phong","(GMT+07:00) Bangkok, Hanoi, Jakarta","Vietnam","SE Asia Standard Time"
"Haifa","(GMT+02:00) Tel Aviv, Jerusalem","Israel","Israel Standard Time"
"Halab","(GMT+02:00) Syria","Syria","Syria Standard Time"
"Halifax, NS","(GMT-04:00) Atlantic Time (Canada)","Canada","Atlantic Standard Time"
"Halle","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Belgium","Romance Standard Time"
"Hama","(GMT+02:00) Syria","Syria","Syria Standard Time"
"Hamburg","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Hamilton","(GMT-04:00) Atlantic Time (Canada)","Bermuda","Atlantic Standard Time"
"Hamilton, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Hammerfest","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Norway","W. Europe Standard Time"
"Hanamkonda","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Hangzhou","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Hanjiang","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Hannover","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Hanoi","(GMT+07:00) Bangkok, Hanoi, Jakarta","Vietnam","SE Asia Standard Time"
"Harare","(GMT+02:00) Harare, Pretoria","Zimbabwe","South Africa Standard Time"
"Harbin","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Harstad","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Norway","W. Europe Standard Time"
"Hassan","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Hastings","(GMT+12:00) Auckland, Wellington","New Zealand","New Zealand Standard Time"
"Hat Yai","(GMT+07:00) Bangkok, Hanoi, Jakarta","Thailand","SE Asia Standard Time"
"Havana","(GMT-05:00) Cuba Standard Time","Cuba","Cuba Standard Time"
"Heerlen","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Netherlands","W. Europe Standard Time"
"Helena, MT","(GMT-07:00) Mountain Time (US & Canada)","United States","Mountain Standard Time"
"Helsingborg","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Helsingor","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Denmark","Romance Standard Time"
"Helsinki","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Finland","FLE Standard Time"
"Heredia","(GMT-06:00) Central America","Costa Rica","Central America Standard Time"
"Hermosillo","(GMT-07:00) Arizona","Mexico","US Mountain Standard Time"
"Hikkaduwa","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka","India Standard Time"
"Hillsboro, OR","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Hilo, HI","(GMT-10:00) Hawaii","United States","Hawaiian Standard Time"
"Hiroshima","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Ho Chi Minh","(GMT+07:00) Bangkok, Hanoi, Jakarta","Vietnam","SE Asia Standard Time"
"Hobart","(GMT+10:00) Hobart","Australia","Tasmania Standard Time"
"Hohhot","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Homagama","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka","India Standard Time"
"Hong Kong","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Honiara","(GMT+11:00) Solomon Is., New Caledonia","Solomon Islands","Central Pacific Standard Time"
"Honokaa, HI","(GMT-10:00) Hawaii","United States","Hawaiian Standard Time"
"Honolulu, HI","(GMT-10:00) Hawaii","United States","Hawaiian Standard Time"
"Hope, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana","Canada","Pacific Standard Time"
"Hora Sfakion","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Greece","FLE Standard Time"
"Horsens","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Denmark","Romance Standard Time"
"Hostalric","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Houston, TX","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Hua Hin","(GMT+07:00) Bangkok, Hanoi, Jakarta","Thailand","SE Asia Standard Time"
"Hubli","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Hudson, MA","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Huelva","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Huizhou","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Huntingdon, QC","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Huntington, WV","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Hyderabad","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Iasi","(GMT+02:00) Bucharest","Romania","E. Europe Standard Time"
"Ibadan","(GMT+01:00) West Central Africa","Nigeria","W. Central Africa Standard Time"
"Ibb","(GMT+03:00) Kuwait, Riyadh","Yemen","Arab Standard Time"
"Igoumenitsa","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Greece","FLE Standard Time"
"Iligan","(GMT+08:00) Kuala Lumpur, Singapore","Philippines","Singapore Standard Time"
"Indianapolis, IN","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Inuvik, NT","(GMT-07:00) Mountain Time (US & Canada)","Canada","Mountain Standard Time"
"Iqaluit, NU","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Iraklion","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Greece","FLE Standard Time"
"Irkutsk","(GMT+09:00) Irkutsk","Russia","Ikrutsk Standard Time"
"Irvine, CA","(GMT-08:00) Pacific Time (US & Canada); Tijuana","United States","Pacific Standard Time"
"Islamabad","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Istanbul","(GMT+02:00) Turkey","Turkey","Turkey Standard Time"
"Itahari","(GMT+05:45) Kathmandu","Nepal","Nepal Standard Time"
"Ivalo","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Finland","FLE Standard Time"
"Ivanovo","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Ixtapa","(GMT-06:00) Guadalajara, Mexico City, Monterrey","Mexico","Mexico Standard Time"
"Izhevsk","(GMT+04:00) Samara","Russia","Samara Standard Time"
"Izmir","(GMT+02:00) Turkey","Turkey","Turkey Standard Time"
"Jackson, MS","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Jacksonville, FL","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Jacobabad","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Jaen","(GMT+01:00) Brussels, Copenhagen, Madrid, Paris","Spain","Romance Standard Time"
"Jaipur","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Jakarta","(GMT+07:00) Bangkok, Hanoi, Jakarta","Indonesia","SE Asia Standard Time"
"Jamestown","(GMT) Greenwich Mean Time","Saint Helena","Greenwich Standard Time"
"Jammu","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Jamshedpur","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Jasper, AB","(GMT-07:00) Mountain Time (US & Canada)","Canada","Mountain Standard Time"
"Jeddah","(GMT+03:00) Kuwait, Riyadh","Saudi Arabia","Arab Standard Time"
"Jefferson City, MO","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Jersey City, NJ","(GMT-05:00) Eastern Time (US & Canada)","United States","Eastern Standard Time"
"Jerusalem","(GMT+02:00) Tel Aviv, Jerusalem","Israel","Israel Standard Time"
"Jeypore","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Jilin","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Jinan","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Jinzhou","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Joao Pessoa","(GMT-03:00) Georgetown, South America Eastern Time","Brazil","SA Eastern Standard Time"
"Johannesburg","(GMT+02:00) Harare, Pretoria","South Africa","South Africa Standard Time"
"Juba","(GMT+03:00) Nairobi","South Sudan","E. Africa Standard Time"
"Jujuy","(GMT-03:00) Georgetown, South America Eastern Time","Argentina","SA Eastern Standard Time"
"Kabardinka","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Kabul","(GMT+04:30) Kabul","Afghanistan","Afghanistan Standard Time"
"Kaduna","(GMT+01:00) West Central Africa","Nigeria","W. Central Africa Standard Time"
"Kagoshima","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Kaikoura","(GMT+12:00) Auckland, Wellington","New Zealand","New Zealand Standard Time"
"Kaliningrad","(GMT+03:00) Kaliningrad","Russia","Kaliningrad Standard Time"
"Kalmar","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Kalutara","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka","India Standard Time"
"Kamloops, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana","Canada","Pacific Standard Time"
"Kampala","(GMT+03:00) Nairobi","Uganda","E. Africa Standard Time"
"Kamuela, HI","(GMT-10:00) Hawaii","United States","Hawaiian Standard Time"
"Kandahar","(GMT+04:30) Kabul","Afghanistan","Afghanistan Standard Time"
"Kandy","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","Sri Lanka","India Standard Time"
"Kanpur","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Kansas City, MO","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Kanyakumari","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Karachi","(GMT+05:00) Pakistan","Pakistan","Pakistan Standard Time"
"Karlovy Vary","(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","Czech Republic","Central Europe Standard Time"
"Karlstad","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Kasaragod","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Kasauli","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Kathmandu","(GMT+05:45) Kathmandu","Nepal","Nepal Standard Time"
"Kaunas","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Lithuania","FLE Standard Time"
"Kawasaki","(GMT+09:00) Osaka, Sapporo, Tokyo","Japan","Tokyo Standard Time"
"Kazan","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Keel","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"Kelowna, BC","(GMT-08:00) Pacific Time (US & Canada); Tijuana","Canada","Pacific Standard Time"
"Kemerovo","(GMT+07:00) Kemerovo","Russia","Kemerovo Standard Time"
"Kendari","(GMT+08:00) Kuala Lumpur, Singapore","Indonesia","Singapore Standard Time"
"Kerikeri","(GMT+12:00) Auckland, Wellington","New Zealand","New Zealand Standard Time"
"Khabarovsk","(GMT+11:00) Khabarovsk","Russia","Khabarovsk Standard Time"
"Kharkov","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Khartoum","(GMT+03:00) Nairobi","Sudan","E. Africa Standard Time"
"Kiel","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Germany","W. Europe Standard Time"
"Kiev","(GMT+02:00) Ukraine","Ukraine","Ukraine Standard Time"
"Kigali","(GMT+02:00) Harare, Pretoria","Rwanda","South Africa Standard Time"
"Killarney","(GMT) Dublin, Edinburgh, Lisbon, London","Ireland","GMT Standard Time"
"Kimberley","(GMT+02:00) Harare, Pretoria","South Africa","South Africa Standard Time"
"Kingston","(GMT-05:00) Bogota, Lima, Quito","Jamaica","SA Pacific Standard Time"
"Kingston, Norfolk Island","(GMT+11:30) Norfolk Island","Australia","Norfolk Island Standard Time"
"Kingston, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Kingstown","(GMT-04:00) La Paz","Saint Vincent and the Grenadines","SA Western Standard Time"
"Kinshasa","(GMT+01:00) West Central Africa","Congo, Democratic Republic of the","W. Central Africa Standard Time"
"Kiruna","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Kitchener, ON","(GMT-05:00) Eastern Time (US & Canada)","Canada","Eastern Standard Time"
"Knysna","(GMT+02:00) Harare, Pretoria","South Africa","South Africa Standard Time"
"Kochi","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Kodaikanal","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Kolhapur","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Kolkata","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Koloa, HI","(GMT-10:00) Hawaii","United States","Hawaiian Standard Time"
"Kolobrzeg","(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb","Poland","Central European Standard Time"
"Kolomna","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Kolonia","(GMT+11:00) Solomon Is., New Caledonia","Micronesia, Federated States of","Central Pacific Standard Time"
"Konark","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Kone","(GMT+11:00) Solomon Is., New Caledonia","New Caledonia","Central Pacific Standard Time"
"Konin","(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb","Poland","Central European Standard Time"
"Koror","(GMT+09:00) Osaka, Sapporo, Tokyo","Palau","Tokyo Standard Time"
"Kos","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Greece","FLE Standard Time"
"Kosciusko, MS","(GMT-06:00) Central Time (US & Canada)","United States","Central Standard Time"
"Kostroma","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Kota Kinabalu","(GMT+08:00) Kuala Lumpur, Singapore","Malaysia","Singapore Standard Time"
"Kotka","(GMT+02:00) Helsinki, Riga, Sofia, Tallinn, Vilnius","Finland","FLE Standard Time"
"Kotor","(GMT+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","Montenegro","Central Europe Standard Time"
"Kovrov","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Kowloon","(GMT+08:00) Beijing, Chongqing, Hong Kong, Urumqi","China","China Standard Time"
"Krakow","(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb","Poland","Central European Standard Time"
"Krasnoyarsk","(GMT+08:00) Krasnoyarsk","Russia","Krasnoyarsk Standard Time"
"Kristiansand","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Norway","W. Europe Standard Time"
"Kristianstad","(GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","Sweden","W. Europe Standard Time"
"Kronstadt","(GMT+04:00) Moscow, St. Petersburg, Volgograd","Russia","Russian Standard Time"
"Kuala Lumpur","(GMT+08:00) Kuala Lumpur, Singapore","Malaysia","Singapore Standard Time"
"Kuching","(GMT+08:00) Kuala Lumpur, Singapore","Malaysia","Singapore Standard Time"
"Kulusuk","(GMT-03:00) Greenland","Greenland","Greenland Standard Time"
"Kumanovo","(GMT+01:00) Sarajevo, Skopje, Warsaw, Zagreb","Macedonia","Central European Standard Time"
"Kumbakonam","(GMT+05:30) Chennai, Kolkata, Mumbai, New Delhi","India","India Standard Time"
"Kungur","(GMT+06:00) Ekaterinburg","Russia","Ekaterinburg Standard Time"
